timestamp,room_id,temperature
Monday 09:24,room_09,26.32
Monday 09:24,room_10,22.73
Monday 09:24,room_11,22.29
Monday 09:24,room_12,27.5
Monday 09:25,room_13,25.48
Monday 09:25,room_14,22.69
Monday 09:25,room_15,23.92
Monday 09:25,room_01,22.44
Monday 09:25,room_02,22.37
Monday 09:25,room_03,25.0
Monday 09:25,room_04,25.3
Monday 09:25,room_05,24.96
Monday 09:25,room_06,23.89
Monday 09:25,room_07,23.67
Monday 09:26,room_08,23.09
Monday 09:26,room_09,25.97
Monday 09:26,room_10,22.88
Monday 09:26,room_11,21.86
Monday 09:26,room_12,27.2
Monday 09:26,room_13,25.21
Monday 09:26,room_14,22.58
Monday 09:26,room_15,23.52
Monday 09:26,room_01,22.83
Monday 09:27,room_02,22.53
Monday 09:27,room_03,24.94
Monday 09:27,room_04,25.74
Monday 09:27,room_05,25.22
Monday 09:27,room_06,24.44
Monday 09:27,room_07,23.4
Monday 09:27,room_08,23.11
Monday 09:27,room_09,25.79
Monday 09:27,room_10,22.58
Monday 09:27,room_11,21.81
Monday 09:28,room_12,27.68
Monday 09:28,room_13,24.72
Monday 09:28,room_14,23.23
Monday 09:28,room_15,23.41
Monday 09:28,room_01,22.97
Monday 09:28,room_02,22.63
Monday 09:28,room_03,25.23
Monday 09:28,room_04,25.39
Monday 09:28,room_05,25.58
Monday 09:28,room_06,24.74
Monday 09:29,room_07,23.64
Monday 09:29,room_08,23.0
Monday 09:29,room_09,25.42
Monday 09:29,room_10,22.22
Monday 09:29,room_11,21.4
Monday 09:29,room_12,27.86
Monday 09:29,room_13,24.82
Monday 09:29,room_14,23.01
Monday 09:29,room_15,23.48
Monday 09:30,room_01,23.05
Monday 09:30,room_02,22.94
Monday 09:30,room_03,25.25
Monday 09:30,room_04,24.83
Monday 09:30,room_05,25.82
Monday 09:30,room_06,25.19
Monday 09:30,room_07,23.06
Monday 09:30,room_08,23.21
Monday 09:30,room_09,25.66
Monday 09:30,room_10,22.28
Monday 09:31,room_11,21.42
Monday 09:31,room_12,27.47
Monday 09:31,room_13,24.96
Monday 09:31,room_14,23.35
Monday 09:31,room_15,23.33
Monday 09:31,room_01,23.01
Monday 09:31,room_02,22.34
Monday 09:31,room_03,25.08
Monday 09:31,room_04,24.43
Monday 09:31,room_05,26.09
Monday 09:32,room_06,25.24
Monday 09:32,room_07,23.27
Monday 09:32,room_08,23.22
Monday 09:32,room_09,25.73
Monday 09:32,room_10,22.13
Monday 09:32,room_11,21.49
Monday 09:32,room_12,27.62
Monday 09:32,room_13,25.29
Monday 09:32,room_14,23.32
Monday 09:32,room_15,23.39
Monday 09:33,room_01,22.43
Monday 09:33,room_02,22.31
Monday 09:33,room_03,24.94
Monday 09:33,room_04,24.4
Monday 09:33,room_05,26.64
Monday 09:33,room_06,25.46
Monday 09:33,room_07,23.44
Monday 09:33,room_08,23.49
Monday 09:33,room_09,25.49
Monday 09:34,room_10,22.07
Monday 09:34,room_11,21.56
Monday 09:34,room_12,27.81
Monday 09:34,room_13,25.47
Monday 09:34,room_14,23.75
Monday 09:34,room_15,23.47
Monday 09:34,room_01,22.66
Monday 09:34,room_02,22.04
Monday 09:34,room_03,25.04
Monday 09:34,room_04,23.96
Monday 09:35,room_05,26.48
Monday 09:35,room_06,25.23
Monday 09:35,room_07,23.13
Monday 09:35,room_08,23.1
Monday 09:35,room_09,25.31
Monday 09:35,room_10,22.55
Monday 09:35,room_11,21.99
Monday 09:35,room_12,27.5
Monday 09:35,room_13,25.29
Monday 09:35,room_14,24.21
Monday 09:36,room_15,23.51
Monday 09:36,room_01,22.71
Monday 09:36,room_02,21.6
Monday 09:36,room_03,25.05
Monday 09:36,room_04,24.04
Monday 09:36,room_05,26.96
Monday 09:36,room_06,25.47
Monday 09:36,room_07,23.27
Monday 09:36,room_08,23.11
Monday 09:36,room_09,25.1
Monday 09:37,room_10,22.18
Monday 09:37,room_11,21.95
Monday 09:37,room_12,27.02
Monday 09:37,room_13,25.76
Monday 09:37,room_14,23.4
Monday 09:37,room_15,23.97
Monday 09:37,room_01,23.01
Monday 09:37,room_02,21.2
Monday 09:37,room_03,24.82
Monday 09:38,room_04,23.84
Monday 09:38,room_05,26.9
Monday 09:38,room_06,25.73
Monday 09:38,room_07,23.52
Monday 09:38,room_08,22.84
Monday 09:38,room_09,25.57
Monday 09:38,room_10,21.87
Monday 09:38,room_11,22.27
Monday 09:38,room_12,26.76
Monday 09:38,room_13,25.6
Monday 09:39,room_14,23.6
Monday 09:39,room_15,23.26
Monday 09:39,room_01,23.13
Monday 09:39,room_02,20.8
Monday 09:39,room_03,24.48
Monday 09:39,room_04,24.1
Monday 09:39,room_05,26.91
Monday 09:39,room_06,25.62
Monday 09:39,room_07,23.76
Monday 09:39,room_08,23.25
Monday 09:40,room_09,25.81
Monday 09:40,room_10,22.5
Monday 09:40,room_11,22.25
Monday 09:40,room_12,26.78
Monday 09:40,room_13,26.0
Monday 09:40,room_14,23.94
Monday 09:40,room_15,23.25
Monday 09:40,room_01,23.31
Monday 09:40,room_02,21.09
Monday 09:41,room_03,24.96
Monday 09:41,room_04,24.48
Monday 09:41,room_05,26.03
Monday 09:41,room_06,24.74
Monday 09:41,room_07,23.27
Monday 09:41,room_08,23.14
Monday 09:41,room_09,25.75
Monday 09:41,room_10,22.34
Monday 09:41,room_11,22.38
Monday 09:41,room_12,27.17
Monday 09:42,room_13,25.6
Monday 09:42,room_14,24.29
Monday 09:42,room_15,23.24
Monday 09:42,room_01,23.35
Monday 09:42,room_02,20.86
Monday 09:42,room_03,24.86
Monday 09:42,room_04,24.05
Monday 09:42,room_05,26.46
Monday 09:42,room_06,24.33
Monday 09:42,room_07,23.01
Monday 09:43,room_08,22.22
Monday 09:43,room_09,25.19
Monday 09:43,room_10,22.63
Monday 09:43,room_11,22.88
Monday 09:43,room_12,27.41
Monday 09:43,room_13,25.69
Monday 09:43,room_14,24.66
Monday 09:43,room_15,23.34
Monday 09:43,room_01,23.37
Monday 09:44,room_02,20.62
Monday 09:44,room_03,24.89
Monday 09:44,room_04,24.34
Monday 09:44,room_05,26.4
Monday 09:44,room_06,24.6
Monday 09:44,room_07,22.91
Monday 09:44,room_08,21.94
Monday 09:44,room_09,24.83
Monday 09:44,room_10,22.94
Monday 09:44,room_11,22.9
Monday 09:45,room_12,26.98
Monday 09:45,room_13,26.19
Monday 09:45,room_14,23.93
Monday 09:45,room_15,22.48
Monday 09:45,room_01,23.05
Monday 09:45,room_02,20.24
Monday 09:45,room_03,24.36
Monday 09:45,room_04,24.52
Monday 09:45,room_05,26.44
Monday 09:45,room_06,24.25
Monday 09:46,room_07,22.25
Monday 09:46,room_08,21.96
Monday 09:46,room_09,25.04
Monday 09:46,room_10,23.02
Monday 09:46,room_11,23.15
Monday 09:46,room_12,26.84
Monday 09:46,room_13,25.86
Monday 09:46,room_14,23.8
Monday 09:46,room_15,22.39
Monday 09:46,room_01,23.18
Monday 09:47,room_02,19.77
Monday 09:47,room_03,24.23
Monday 09:47,room_04,24.98
Monday 09:47,room_05,26.45
Monday 09:47,room_06,24.26
Monday 09:47,room_07,22.36
Monday 09:47,room_08,22.17
Monday 09:47,room_09,25.14
Monday 09:47,room_10,22.79
Monday 09:48,room_11,23.05
Monday 09:48,room_12,27.16
Monday 09:48,room_13,25.76
Monday 09:48,room_14,23.93
Monday 09:48,room_15,22.91
Monday 09:48,room_01,22.78
Monday 09:48,room_02,20.03
Monday 09:48,room_03,24.38
Monday 09:48,room_04,25.26
Monday 09:48,room_05,26.28
Monday 09:49,room_06,23.83
Monday 09:49,room_07,22.26
Monday 09:49,room_08,22.02
Monday 09:49,room_09,24.93
Monday 09:49,room_10,22.81
Monday 09:49,room_11,22.72
Monday 09:49,room_12,27.36
Monday 09:49,room_13,25.65
Monday 09:49,room_14,23.81
Monday 09:49,room_15,22.91
Monday 09:50,room_01,23.02
Monday 09:50,room_02,19.91
Monday 09:50,room_03,24.59
Monday 09:50,room_04,25.45
Monday 09:50,room_05,26.96
Monday 09:50,room_06,24.03
Monday 09:50,room_07,22.6
Monday 09:50,room_08,22.02
Monday 09:50,room_09,25.06
Monday 09:50,room_10,22.62
Monday 09:51,room_11,21.9
Monday 09:51,room_12,27.36
Monday 09:51,room_13,26.34
Monday 09:51,room_14,24.05
Monday 09:51,room_15,23.07
Monday 09:51,room_01,22.54
Monday 09:51,room_02,20.11
Monday 09:51,room_03,24.27
Monday 09:51,room_04,25.12
Monday 09:52,room_05,26.74
Monday 09:52,room_06,24.59
Monday 09:52,room_07,22.42
Monday 09:52,room_08,21.88
Monday 09:52,room_09,24.58
Monday 09:52,room_10,21.97
Monday 09:52,room_11,22.06
Monday 09:52,room_12,27.52
Monday 09:52,room_13,26.39
Monday 09:52,room_14,24.27
Monday 09:53,room_15,23.02
Monday 09:53,room_01,21.81
Monday 09:53,room_02,20.46
Monday 09:53,room_03,23.77
Monday 09:53,room_04,25.17
Monday 09:53,room_05,26.89
Monday 09:53,room_06,24.32
Monday 09:53,room_07,22.82
Monday 09:53,room_08,21.82
Monday 09:53,room_09,24.9
Monday 09:54,room_10,22.44
Monday 09:54,room_11,22.41
Monday 09:54,room_12,27.47
Monday 09:54,room_13,26.44
Monday 09:54,room_14,24.47
Monday 09:54,room_15,23.06
Monday 09:54,room_01,21.86
Monday 09:54,room_02,19.99
Monday 09:54,room_03,23.76
Monday 09:54,room_04,25.03
Monday 09:55,room_05,27.2
Monday 09:55,room_06,24.91
Monday 09:55,room_07,23.18
Monday 09:55,room_08,21.62
Monday 09:55,room_09,24.1
Monday 09:55,room_10,22.24
Monday 09:55,room_11,22.23
Monday 09:55,room_12,27.71
Monday 09:55,room_13,26.25
Monday 09:56,room_14,24.59
Monday 09:56,room_15,23.27
Monday 09:56,room_01,22.22
Monday 09:56,room_02,19.15
Monday 09:56,room_03,23.14
Monday 09:56,room_04,25.21
Monday 09:56,room_05,27.39
Monday 09:56,room_06,25.05
Monday 09:56,room_07,23.56
Monday 09:56,room_08,21.88
Monday 09:57,room_09,23.95
Monday 09:57,room_10,21.9
Monday 09:57,room_11,22.37
Monday 09:57,room_12,27.83
Monday 09:57,room_13,25.87
Monday 09:57,room_14,24.94
Monday 09:57,room_15,23.22
Monday 09:57,room_01,22.06
Monday 09:57,room_02,19.48
Monday 09:57,room_03,22.95
Monday 09:58,room_04,25.14
Monday 09:58,room_05,27.59
Monday 09:58,room_06,25.43
Monday 09:58,room_07,23.76
Monday 09:58,room_08,21.79
Monday 09:58,room_09,24.27
Monday 09:58,room_10,22.0
Monday 09:58,room_11,22.72
Monday 09:58,room_12,27.78
Monday 09:58,room_13,25.3
Monday 09:59,room_14,24.4
Monday 09:59,room_15,23.07
Monday 09:59,room_01,22.5
Monday 09:59,room_02,19.62
Monday 09:59,room_03,23.54
Monday 09:59,room_04,24.7
Monday 09:59,room_05,27.45
Monday 09:59,room_06,25.42
Monday 09:59,room_07,24.12
Monday 10:00,room_08,21.52
Monday 10:00,room_09,24.02
Monday 10:00,room_10,22.31
Monday 10:00,room_11,22.44
Monday 10:00,room_12,27.17
Monday 10:00,room_13,24.9
Monday 10:00,room_14,24.77
Monday 10:00,room_15,23.22
Monday 10:00,room_01,22.05
Monday 10:00,room_02,19.59
Monday 10:01,room_03,23.91
Monday 10:01,room_04,23.98
Monday 10:01,room_05,27.4
Monday 10:01,room_06,26.02
Monday 10:01,room_07,24.72
Monday 10:01,room_08,21.92
Monday 10:01,room_09,23.98
Monday 10:01,room_10,22.47
Monday 10:01,room_11,22.32
Monday 10:01,room_12,27.19
Monday 10:02,room_13,24.86
Monday 10:02,room_14,24.99
Monday 10:02,room_15,22.91
Monday 10:02,room_01,21.64
Monday 10:02,room_02,19.71
Monday 10:02,room_03,24.26
Monday 10:02,room_04,24.27
Monday 10:02,room_05,27.55
Monday 10:02,room_06,26.13
Monday 10:02,room_07,24.94
Monday 10:03,room_08,22.06
Monday 10:03,room_09,24.12
Monday 10:03,room_10,22.74
Monday 10:03,room_11,22.31
Monday 10:03,room_12,27.08
Monday 10:03,room_13,24.66
Monday 10:03,room_14,25.25
Monday 10:03,room_15,23.24
Monday 10:03,room_01,22.04
Monday 10:04,room_02,20.08
Monday 10:04,room_03,24.49
Monday 10:04,room_04,23.73
Monday 10:04,room_05,27.97
Monday 10:04,room_06,26.22
Monday 10:04,room_07,24.95
Monday 10:04,room_08,22.28
Monday 10:04,room_09,23.93
Monday 10:04,room_10,22.66
Monday 10:04,room_11,22.24
Monday 10:05,room_12,26.87
Monday 10:05,room_13,24.08
Monday 10:05,room_14,25.73
Monday 10:05,room_15,23.45
Monday 10:05,room_01,22.05
Monday 10:05,room_02,19.95
Monday 10:05,room_03,24.66
Monday 10:05,room_04,23.98
Monday 10:05,room_05,27.83
Monday 10:05,room_06,26.52
Monday 10:06,room_07,25.3
Monday 10:06,room_08,22.69
Monday 10:06,room_09,24.15
Monday 10:06,room_10,23.01
Monday 10:06,room_11,22.34
Monday 10:06,room_12,27.0
Monday 10:06,room_13,23.94
Monday 10:06,room_14,25.94
Monday 10:06,room_15,23.53
Monday 10:06,room_01,22.1
Monday 10:07,room_02,19.96
Monday 10:07,room_03,25.01
Monday 10:07,room_04,23.64
Monday 10:07,room_05,28.1
Monday 10:07,room_06,27.12
Monday 10:07,room_07,25.62
Monday 10:07,room_08,22.64
Monday 10:07,room_09,24.12
Monday 10:07,room_10,22.86
Monday 10:08,room_11,21.74
Monday 10:08,room_12,25.94
Monday 10:08,room_13,23.61
Monday 10:08,room_14,26.14
Monday 10:08,room_15,23.71
Monday 10:08,room_01,22.29
Monday 10:08,room_02,19.67
Monday 10:08,room_03,25.5
Monday 10:08,room_04,23.22
Monday 10:08,room_05,28.46
Monday 10:09,room_06,27.45
Monday 10:09,room_07,25.56
Monday 10:09,room_08,22.54
Monday 10:09,room_09,24.16
Monday 10:09,room_10,22.34
Monday 10:09,room_11,21.68
Monday 10:09,room_12,25.59
Monday 10:09,room_13,23.47
Monday 10:09,room_14,26.29
Monday 10:09,room_15,23.56
Monday 10:10,room_01,22.53
Monday 10:10,room_02,19.75
Monday 10:10,room_03,25.26
Monday 10:10,room_04,23.57
Monday 10:10,room_05,28.29
Monday 10:10,room_06,27.36
Monday 10:10,room_07,25.56
Monday 10:10,room_08,22.38
Monday 10:10,room_09,24.04
Monday 10:11,room_10,22.0
Monday 10:11,room_11,21.82
Monday 10:11,room_12,25.75
Monday 10:11,room_13,23.75
Monday 10:11,room_14,26.04
Monday 10:11,room_15,23.86
Monday 10:11,room_01,22.64
Monday 10:11,room_02,19.65
Monday 10:11,room_03,25.45
Monday 10:11,room_04,23.2
Monday 10:12,room_05,28.36
Monday 10:12,room_06,28.15
Monday 10:12,room_07,25.13
Monday 10:12,room_08,22.22
Monday 10:12,room_09,24.77
Monday 10:12,room_10,22.28
Monday 10:12,room_11,21.55
Monday 10:12,room_12,25.88
Monday 10:12,room_13,23.2
Monday 10:12,room_14,26.26
Monday 10:13,room_15,24.19
Monday 10:13,room_01,22.48
Monday 10:13,room_02,19.87
Monday 10:13,room_03,25.71
Monday 10:13,room_04,23.13
Monday 10:13,room_05,28.38
Monday 10:13,room_06,28.06
Monday 10:13,room_07,25.47
Monday 10:13,room_08,22.06
Monday 10:14,room_09,24.68
Monday 10:14,room_10,21.92
Monday 10:14,room_11,21.1
Monday 10:14,room_12,26.54
Monday 10:14,room_13,23.78
Monday 10:14,room_14,26.44
Monday 10:14,room_15,24.25
Monday 10:14,room_01,21.93
Monday 10:14,room_02,19.74
Monday 10:14,room_03,25.8
Monday 10:15,room_04,23.47
Monday 10:15,room_05,28.32
Monday 10:15,room_06,27.77
Monday 10:15,room_07,25.58
Monday 10:15,room_08,22.18
Monday 10:15,room_09,24.91
Monday 10:15,room_10,21.75
Monday 10:15,room_11,21.43
Monday 10:15,room_12,26.51
Monday 10:15,room_13,23.58
Monday 10:16,room_14,26.21
Monday 10:16,room_15,24.01
Monday 10:16,room_01,22.16
Monday 10:16,room_02,20.11
Monday 10:16,room_03,26.03
Monday 10:16,room_04,23.56
Monday 10:16,room_05,27.93
Monday 10:16,room_06,28.21
Monday 10:16,room_07,25.82
Monday 10:16,room_08,22.24
Monday 10:17,room_09,24.82
Monday 10:17,room_10,22.02
Monday 10:17,room_11,21.54
Monday 10:17,room_12,26.22
Monday 10:17,room_13,23.66
Monday 10:17,room_14,25.76
Monday 10:17,room_15,24.33
Monday 10:17,room_01,22.05
Monday 10:17,room_02,19.99
Monday 10:18,room_03,26.75
Monday 10:18,room_04,23.96
Monday 10:18,room_05,28.09
Monday 10:18,room_06,28.47
Monday 10:18,room_07,26.36
Monday 10:18,room_08,22.84
Monday 10:18,room_09,24.71
Monday 10:18,room_10,21.91
Monday 10:18,room_11,21.08
Monday 10:18,room_12,26.25
Monday 10:19,room_13,23.61
Monday 10:19,room_14,26.15
Monday 10:19,room_15,24.15
Monday 10:19,room_01,22.33
Monday 10:19,room_02,19.96
Monday 10:19,room_03,26.56
Monday 10:19,room_04,24.09
Monday 10:19,room_05,28.2
Monday 10:19,room_06,27.84
Monday 10:19,room_07,26.16
Monday 10:20,room_08,22.67
Monday 10:20,room_09,25.13
Monday 10:20,room_10,22.24
Monday 10:20,room_11,21.07
Monday 10:20,room_12,26.81
Monday 10:20,room_13,23.56
Monday 10:20,room_14,25.84
Monday 10:20,room_15,24.01
Monday 10:20,room_01,22.73
Monday 10:21,room_02,19.72
Monday 10:21,room_03,26.19
Monday 10:21,room_04,24.64
Monday 10:21,room_05,28.0
Monday 10:21,room_06,28.22
Monday 10:21,room_07,26.81
Monday 10:21,room_08,22.65
Monday 10:21,room_09,25.25
Monday 10:21,room_10,22.19
Monday 10:21,room_11,20.62
Monday 10:22,room_12,26.45
Monday 10:22,room_13,23.14
Monday 10:22,room_14,25.53
Monday 10:22,room_15,23.69
Monday 10:22,room_01,23.25
Monday 10:22,room_02,19.55
Monday 10:22,room_03,26.19
Monday 10:22,room_04,25.12
Monday 10:22,room_05,27.87
Monday 10:22,room_06,28.36
Monday 10:23,room_07,27.6
Monday 10:23,room_08,22.98
Monday 10:23,room_09,24.79
Monday 10:23,room_10,22.0
Monday 10:23,room_11,20.77
Monday 10:23,room_12,26.36
Monday 10:23,room_13,23.07
Monday 10:23,room_14,25.64
Monday 10:23,room_15,23.54
Monday 10:23,room_01,22.88
Monday 10:24,room_02,19.39
Monday 10:24,room_03,26.62
Monday 10:24,room_04,25.59
Monday 10:24,room_05,28.18
Monday 10:24,room_06,28.87
Monday 10:24,room_07,27.22
Monday 10:24,room_08,23.42
Monday 10:24,room_09,25.01
Monday 10:24,room_10,21.87
Monday 10:24,room_11,20.7
Monday 10:25,room_12,26.72
Monday 10:25,room_13,23.71
Monday 10:25,room_14,26.06
Monday 10:25,room_15,23.6
Monday 10:25,room_01,23.13
Monday 10:25,room_02,19.44
Monday 10:25,room_03,26.58
Monday 10:25,room_04,25.24
Monday 10:25,room_05,28.56
Monday 10:26,room_06,28.73
Monday 10:26,room_07,27.34
