timestamp,processed_timestamp,room_id,temperature,occupancy,humidity,co2_level,window_open,ventilation_level,air_quality_warning,alert_msg
Monday 10:30,1775738142.8009748,room_01,22.71,23,39,897,True,2,False,CO2 Levels normal.
Monday 10:31,1775738143.8007977,room_01,22.22,27,40,890,True,2,False,CO2 Levels normal.
Monday 10:32,1775738144.7997513,room_01,22.61,26,40,894,False,2,False,CO2 Levels normal.
Monday 10:33,1775738145.802567,room_01,22.81,24,41,888,False,2,False,CO2 Levels normal.
Monday 10:34,1775738146.8021057,room_01,22.83,27,41,906,False,2,False,CO2 Levels normal.
Monday 10:35,1775738147.804093,room_01,23.2,26,40,920,False,2,False,CO2 Levels normal.
Monday 10:36,1775738148.808589,room_01,22.79,27,41,914,True,2,False,CO2 Levels normal.
Monday 10:37,1775738149.8138793,room_01,22.66,24,40,911,False,2,False,CO2 Levels normal.
Monday 10:38,1775738150.8165877,room_01,23.03,24,39,919,False,2,False,CO2 Levels normal.
Monday 10:39,1775738151.8148708,room_01,23.15,26,40,939,False,2,False,CO2 Levels normal.
Monday 10:40,1775738152.8178718,room_01,23.13,27,40,958,False,2,False,CO2 Levels normal.
Monday 10:41,1775738153.8329086,room_01,23.26,27,40,963,False,2,False,CO2 Levels normal.
Monday 10:42,1775738154.8219402,room_01,22.84,24,40,953,True,2,False,CO2 Levels normal.
Monday 10:43,1775738155.831822,room_01,23.19,23,41,968,False,2,False,CO2 Levels normal.
Monday 10:44,1775738156.831664,room_01,23.31,27,41,991,False,2,False,CO2 Levels normal.
Monday 10:45,1775738157.8336146,room_01,23.09,27,41,988,True,2,False,CO2 Levels normal.
Monday 10:46,1775738158.8360379,room_01,22.85,17,42,977,False,2,False,CO2 Levels normal.
Monday 10:47,1775738159.8351362,room_01,22.93,16,43,978,False,2,False,CO2 Levels normal.
Monday 10:48,1775738160.8468378,room_01,22.59,17,43,959,True,2,False,CO2 Levels normal.
Monday 10:49,1775738161.8434765,room_01,22.85,17,42,955,False,2,False,CO2 Levels normal.
Monday 10:50,1775738162.8462553,room_01,23.14,17,41,945,False,2,False,CO2 Levels normal.
Monday 10:51,1775738163.848844,room_01,22.93,16,40,921,True,2,False,CO2 Levels normal.
Monday 10:52,1775738164.849133,room_01,23.26,15,40,912,False,2,False,CO2 Levels normal.
Monday 10:53,1775738165.8583272,room_01,23.53,14,41,904,False,2,False,CO2 Levels normal.
Monday 10:54,1775738166.8582637,room_01,23.1,14,42,872,True,2,False,CO2 Levels normal.
Monday 10:55,1775738167.862871,room_01,23.09,14,43,865,False,2,False,CO2 Levels normal.
Monday 10:56,1775738168.8619623,room_01,23.23,15,42,859,False,2,False,CO2 Levels normal.
Monday 10:57,1775738169.860082,room_01,23.09,14,42,852,False,2,False,CO2 Levels normal.
Monday 10:58,1775738170.8643732,room_01,23.42,13,43,841,False,2,False,CO2 Levels normal.
Monday 10:59,1775738171.8692813,room_01,23.18,13,44,829,False,2,False,CO2 Levels normal.
Monday 11:00,1775738172.8698068,room_01,22.72,14,45,798,True,2,False,CO2 Levels normal.
Monday 11:01,1775738173.8733737,room_01,22.67,26,46,834,False,1,False,CO2 Levels normal.
Monday 11:02,1775738174.8755884,room_01,22.81,29,47,840,False,2,False,CO2 Levels normal.
Monday 11:03,1775738175.874901,room_01,23.08,25,47,857,False,2,False,CO2 Levels normal.
Monday 11:04,1775738176.877625,room_01,23.06,26,47,862,False,2,False,CO2 Levels normal.
Monday 11:05,1775738177.8763363,room_01,23.26,28,46,866,False,2,False,CO2 Levels normal.
Monday 11:06,1775738178.882111,room_01,23.27,29,47,876,False,2,False,CO2 Levels normal.
Monday 11:07,1775738179.8822215,room_01,23.48,28,47,890,False,2,False,CO2 Levels normal.
Monday 11:08,1775738180.8814952,room_01,23.77,29,47,889,False,2,False,CO2 Levels normal.
Monday 11:09,1775738181.884484,room_01,24.11,27,48,904,False,2,False,CO2 Levels normal.
Monday 11:10,1775738182.8872464,room_01,24.5,29,48,915,False,2,False,CO2 Levels normal.
Monday 11:11,1775738183.8875155,room_01,24.73,26,49,925,False,2,False,CO2 Levels normal.
Monday 11:12,1775738184.89105,room_01,25.11,25,48,938,False,2,False,CO2 Levels normal.
Monday 11:13,1775738185.8901453,room_01,25.41,29,47,965,False,2,False,CO2 Levels normal.
Monday 11:14,1775738186.893622,room_01,25.56,27,48,986,False,2,False,CO2 Levels normal.
Monday 11:15,1775738187.8979385,room_01,25.92,29,49,986,False,2,False,CO2 Levels normal.
Monday 11:16,1775738188.9020734,room_01,26.36,29,50,1002,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:17,1775738189.9031436,room_01,26.05,29,49,984,True,2,False,CO2 Levels normal.
Monday 11:18,1775738190.902241,room_01,25.92,28,50,1005,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:19,1775738191.9065742,room_01,26.11,25,51,1022,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:20,1775738192.9078224,room_01,25.8,25,52,1020,True,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:21,1775738193.9077744,room_01,25.89,25,51,1034,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:22,1775738194.9153836,room_01,26.11,26,50,1030,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:23,1775738195.9098637,room_01,26.44,27,49,1030,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:24,1775738196.91087,room_01,26.52,29,48,1029,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:25,1775738197.9277294,room_01,26.08,25,49,1012,True,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:26,1775738198.9289992,room_01,25.66,26,48,1011,True,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:27,1775738199.930027,room_01,26.05,28,47,1011,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:28,1775738200.9333792,room_01,26.31,27,48,1015,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:29,1775738201.9322877,room_01,26.18,27,49,1004,True,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:30,1775738202.9350886,room_01,26.33,28,49,1018,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:31,1775738203.937742,room_01,26.65,26,48,1020,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:32,1775738204.9366121,room_01,26.28,29,49,1024,True,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:33,1775738205.9493475,room_01,26.71,29,49,1030,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:34,1775738206.947185,room_01,26.66,25,50,1037,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:35,1775738207.9457884,room_01,26.67,26,50,1057,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:36,1775738208.9478507,room_01,26.35,29,50,1036,True,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:37,1775738209.9623072,room_01,26.23,26,51,1034,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:38,1775738210.9592607,room_01,25.77,25,50,1032,True,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:39,1775738211.9595985,room_01,25.37,26,50,1029,True,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:40,1775738212.9644313,room_01,25.34,25,50,1048,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:41,1775738213.9653704,room_01,25.2,26,50,1028,True,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:42,1775738214.9665942,room_01,25.62,28,49,1038,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:43,1775738215.9772568,room_01,26.01,27,48,1051,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:44,1775738216.9784062,room_01,26.25,28,47,1060,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:45,1775738217.9849575,room_01,26.52,28,46,1061,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:46,1775738218.9824934,room_01,26.61,17,46,1063,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:47,1775738219.9857314,room_01,25.92,16,46,1036,True,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:48,1775738220.9903939,room_01,25.83,15,47,1014,True,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:49,1775738221.9876502,room_01,26.12,14,46,1009,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 11:50,1775738222.9898658,room_01,26.21,14,47,994,False,2,False,CO2 Levels normal.
Monday 11:51,1775738223.9940403,room_01,26.04,14,46,983,False,2,False,CO2 Levels normal.
Monday 11:52,1775738224.9960322,room_01,25.93,13,45,949,True,2,False,CO2 Levels normal.
Monday 11:53,1775738225.9960587,room_01,25.77,13,44,914,True,2,False,CO2 Levels normal.
Monday 11:54,1775738226.9968007,room_01,25.98,14,44,900,False,2,False,CO2 Levels normal.
Monday 11:55,1775738227.997989,room_01,26.17,15,45,890,False,2,False,CO2 Levels normal.
Monday 11:56,1775738229.0049336,room_01,25.91,15,45,878,False,2,False,CO2 Levels normal.
Monday 11:57,1775738230.015768,room_01,26.3,16,45,875,False,2,False,CO2 Levels normal.
Monday 11:58,1775738231.0176835,room_01,26.24,16,44,864,False,2,False,CO2 Levels normal.
Monday 11:59,1775738232.018216,room_01,26.18,15,45,861,False,2,False,CO2 Levels normal.
Monday 12:00,1775738233.0213218,room_01,26.01,16,46,859,False,2,False,CO2 Levels normal.
Monday 12:01,1775738234.0266309,room_01,26.12,16,47,860,False,2,False,CO2 Levels normal.
Monday 12:02,1775738235.0287805,room_01,25.96,16,47,846,False,2,False,CO2 Levels normal.
Monday 12:03,1775738236.0396423,room_01,25.92,16,47,843,False,2,False,CO2 Levels normal.
Monday 12:04,1775738237.045576,room_01,26.16,16,48,841,False,2,False,CO2 Levels normal.
Monday 12:05,1775738238.0427933,room_01,25.98,16,49,842,False,2,False,CO2 Levels normal.
Monday 12:06,1775738239.0489123,room_01,26.32,16,50,838,False,2,False,CO2 Levels normal.
Monday 12:07,1775738240.0502052,room_01,26.32,16,51,835,False,2,False,CO2 Levels normal.
Monday 12:08,1775738241.0510552,room_01,26.58,16,50,825,False,2,False,CO2 Levels normal.
Monday 12:09,1775738242.0520234,room_01,26.86,16,50,814,False,2,False,CO2 Levels normal.
Monday 12:10,1775738243.0594518,room_01,26.82,16,49,811,False,2,False,CO2 Levels normal.
Monday 12:11,1775738244.0675392,room_01,27.04,16,50,799,False,2,False,CO2 Levels normal.
Monday 12:12,1775738245.0688567,room_01,26.92,16,49,814,False,1,False,CO2 Levels normal.
Monday 12:13,1775738246.0778415,room_01,27.04,16,50,805,False,2,False,CO2 Levels normal.
Monday 12:14,1775738247.0773144,room_01,27.03,16,50,784,True,2,False,CO2 Levels normal.
Monday 12:15,1775738248.0788915,room_01,27.32,16,49,801,False,1,False,CO2 Levels normal.
Monday 12:16,1775738249.0796862,room_01,27.55,16,49,789,False,2,False,CO2 Levels normal.
Monday 12:17,1775738250.0831072,room_01,27.67,16,48,802,False,1,False,CO2 Levels normal.
Monday 12:18,1775738251.0835862,room_01,27.61,16,49,802,False,2,False,CO2 Levels normal.
Monday 12:19,1775738252.1045156,room_01,27.49,16,49,790,False,2,False,CO2 Levels normal.
Monday 12:20,1775738253.1097403,room_01,27.6,16,48,805,False,1,False,CO2 Levels normal.
Monday 12:21,1775738254.1086907,room_01,27.56,16,49,801,False,2,False,CO2 Levels normal.
Monday 12:21,1775738255.2064552,room_01,27.56,16,49,801,False,2,False,CO2 Levels normal.
Monday 12:22,1775738256.1888173,room_01,27.76,16,50,789,False,2,False,CO2 Levels normal.
Monday 12:23,1775738257.2240262,room_01,27.79,16,50,798,False,1,False,CO2 Levels normal.
Monday 12:25,1775738258.2312055,room_01,28.35,16,51,818,False,2,False,CO2 Levels normal.
Monday 12:26,1775738259.2299418,room_01,28.4,16,51,817,False,2,False,CO2 Levels normal.
Monday 12:27,1775738260.232262,room_01,28.21,16,51,811,False,2,False,CO2 Levels normal.
Monday 12:28,1775738261.2430563,room_01,28.43,16,52,806,False,2,False,CO2 Levels normal.
Monday 12:29,1775738262.2433295,room_01,28.78,16,51,797,False,2,False,CO2 Levels normal.
Monday 12:30,1775738263.2447538,room_01,28.7,16,52,817,False,1,False,CO2 Levels normal.
Monday 12:31,1775738264.2485445,room_01,28.69,16,52,811,False,2,False,CO2 Levels normal.
Monday 12:32,1775738265.2481902,room_01,29.04,16,52,804,False,2,False,CO2 Levels normal.
Monday 12:33,1775738266.2550013,room_01,29.39,16,52,790,False,2,False,CO2 Levels normal.
Monday 12:34,1775738267.257726,room_01,29.33,16,51,807,False,1,False,CO2 Levels normal.
Monday 12:35,1775738268.2568102,room_01,29.12,0,51,777,False,2,False,CO2 Levels normal.
Monday 12:36,1775738269.2562041,room_01,29.42,2,52,770,False,1,False,CO2 Levels normal.
Monday 12:37,1775738270.2634304,room_01,29.24,2,51,762,False,1,False,CO2 Levels normal.
Monday 12:37,1775738271.2645214,room_01,29.24,2,51,762,False,1,False,CO2 Levels normal.
Monday 12:38,1775738272.263184,room_01,29.3,2,51,754,False,1,False,CO2 Levels normal.
Monday 12:39,1775738273.265241,room_01,29.14,2,52,746,False,1,False,CO2 Levels normal.
Monday 12:41,1775738274.2762353,room_01,29.45,2,52,731,False,1,False,CO2 Levels normal.
Monday 12:42,1775738275.2791834,room_01,29.34,2,53,723,False,1,False,CO2 Levels normal.
Monday 12:43,1775738276.278844,room_01,29.61,2,52,716,False,1,False,CO2 Levels normal.
Monday 12:43,1775738277.279552,room_01,29.61,2,52,716,False,1,False,CO2 Levels normal.
Monday 12:44,1775738278.2785246,room_01,29.45,2,51,708,False,1,False,CO2 Levels normal.
Monday 12:45,1775738279.2834806,room_01,29.46,2,51,700,False,1,False,CO2 Levels normal.
Monday 12:47,1775738280.2832296,room_01,29.33,2,50,686,False,1,False,CO2 Levels normal.
Monday 12:48,1775738281.2849014,room_01,29.2,2,49,678,False,1,False,CO2 Levels normal.
Monday 12:49,1775738282.2941782,room_01,29.44,2,49,670,False,1,False,CO2 Levels normal.
Monday 12:49,1775738283.2998364,room_01,29.44,2,49,670,False,1,False,CO2 Levels normal.
Monday 12:50,1775738284.3032663,room_01,29.37,2,50,663,False,1,False,CO2 Levels normal.
Monday 12:51,1775738285.3109934,room_01,29.09,2,50,656,False,1,False,CO2 Levels normal.
Monday 12:52,1775738286.3139176,room_01,28.92,2,50,648,False,1,False,CO2 Levels normal.
Monday 12:53,1775738287.321273,room_01,29.03,2,50,641,False,1,False,CO2 Levels normal.
Monday 12:54,1775738288.3242157,room_01,28.63,2,50,613,True,1,False,CO2 Levels normal.
Monday 12:55,1775738289.324325,room_01,28.9,2,49,605,False,1,False,CO2 Levels normal.
Monday 12:57,1775738290.326359,room_01,28.58,2,49,590,False,1,False,CO2 Levels normal.
Monday 12:57,1775738291.329925,room_01,28.58,2,49,590,False,1,False,CO2 Levels normal.
Monday 12:58,1775738292.3328614,room_01,28.55,2,50,582,False,1,False,CO2 Levels normal.
Monday 12:59,1775738293.3314898,room_01,28.46,2,50,574,False,1,False,CO2 Levels normal.
Monday 13:00,1775738294.3316054,room_01,28.29,2,51,567,False,1,False,CO2 Levels normal.
Monday 13:02,1775738295.3377447,room_01,28.55,33,49,668,False,1,False,CO2 Levels normal.
Monday 13:03,1775738296.3399467,room_01,28.87,30,50,714,False,1,False,CO2 Levels normal.
Monday 13:03,1775738297.339527,room_01,28.87,30,50,714,False,1,False,CO2 Levels normal.
Monday 13:04,1775738298.341602,room_01,29.19,32,49,736,False,1,False,CO2 Levels normal.
Monday 13:05,1775738299.3432667,room_01,29.44,34,49,761,False,1,False,CO2 Levels normal.
Monday 13:06,1775738300.3472958,room_01,29.76,31,50,802,False,1,False,CO2 Levels normal.
Monday 13:07,1775738301.348515,room_01,30.18,30,49,826,False,2,False,CO2 Levels normal.
Monday 13:08,1775738302.350322,room_01,30.38,34,49,839,False,2,False,CO2 Levels normal.
Monday 13:09,1775738303.3567412,room_01,30.47,32,48,856,False,2,False,CO2 Levels normal.
Monday 13:10,1775738304.3624222,room_01,30.4,33,49,868,False,2,False,CO2 Levels normal.
Monday 13:11,1775738305.3609154,room_01,30.58,32,48,896,False,2,False,CO2 Levels normal.
Monday 13:12,1775738306.366107,room_01,30.71,33,49,914,False,2,False,CO2 Levels normal.
Monday 13:13,1775738307.3677871,room_01,31.13,30,49,941,False,2,False,CO2 Levels normal.
Monday 13:15,1775738308.36781,room_01,30.92,33,50,926,True,2,False,CO2 Levels normal.
Monday 13:16,1775738309.3694086,room_01,30.93,31,50,920,True,2,False,CO2 Levels normal.
Monday 13:17,1775738310.3728707,room_01,30.56,30,51,909,True,2,False,CO2 Levels normal.
Monday 13:18,1775738311.3739376,room_01,30.77,32,50,924,False,2,False,CO2 Levels normal.
Monday 13:18,1775738312.3797553,room_01,30.77,32,50,924,False,2,False,CO2 Levels normal.
Monday 13:19,1775738313.3808904,room_01,30.58,31,51,916,True,2,False,CO2 Levels normal.
Monday 13:20,1775738314.3785203,room_01,30.45,33,51,929,False,2,False,CO2 Levels normal.
Monday 13:21,1775738315.3850315,room_01,30.02,30,50,921,True,2,False,CO2 Levels normal.
Monday 13:22,1775738316.3845053,room_01,29.54,33,49,936,True,2,False,CO2 Levels normal.
Monday 13:23,1775738317.382675,room_01,29.05,33,49,921,True,2,False,CO2 Levels normal.
Monday 13:24,1775738318.3922954,room_01,28.95,33,48,916,True,2,False,CO2 Levels normal.
Monday 13:25,1775738319.3827121,room_01,28.88,32,48,924,False,2,False,CO2 Levels normal.
Monday 13:26,1775738320.3875403,room_01,28.8,32,48,911,True,2,False,CO2 Levels normal.
Monday 13:27,1775738321.3859758,room_01,28.84,31,49,894,True,2,False,CO2 Levels normal.
Monday 13:28,1775738322.39056,room_01,28.71,31,50,924,False,2,False,CO2 Levels normal.
Monday 13:29,1775738323.3895183,room_01,28.66,30,51,928,False,2,False,CO2 Levels normal.
Monday 13:30,1775738324.388823,room_01,28.6,33,52,941,True,2,False,CO2 Levels normal.
Monday 13:31,1775738325.3969762,room_01,28.61,34,53,956,False,2,False,CO2 Levels normal.
Monday 13:32,1775738326.4021153,room_01,28.69,33,54,972,False,2,False,CO2 Levels normal.
Monday 13:33,1775738327.401748,room_01,28.76,34,54,991,False,2,False,CO2 Levels normal.
Monday 13:34,1775738328.4064631,room_01,29.14,31,54,1013,False,2,True,High CO2 Levels detected. Please ventilate.
Monday 13:35,1775738329.4080658,room_01,28.99,31,55,1017,True,2,True,High CO2 Levels detected. Please ventilate.
Monday 13:36,1775738330.4074097,room_01,28.86,30,55,1021,True,2,True,High CO2 Levels detected. Please ventilate.
